id,name,brand,county,district,address,lat,lng,category,tags,time_tags,rating,description,dishes,business_hours,source,updated_at
YLF3650,鍋來人,,宜蘭,,,24.751421,121.7547446,中式,,午餐|晚餐,4.8,舒適環境與優質食材，讓每一口都充滿驚喜。,"[{""name"":""爆炒蒜頭剝皮辣椒蛤蜊湯"",""description"":""店家現場爆炒蒜頭與剝皮辣椒，搭配鮮甜蛤蜊，湯頭甘甜微辣，香氣四溢。""},{""name"":""松露牛奶湯"",""description"":""濃郁奶香中融入高檔松露，湯頭滑順濃郁且不膩口，非常適合搭配海鮮或肉品。""},{""name"":""豪華海陸盛合雙人套餐"",""description"":""包含頂級牛小排等優質肉品，並搭配豐富的新鮮海鮮，是高CP值的雙人分享首選。""}]",,manual,
YLF3651,森飽火鍋自助式吃到飽,,宜蘭,,,24.7445932,121.7494166,火鍋,,午餐|晚餐,4.8,品種多樣，讓火鍋愛好者一次滿足所有渴望。,[],,manual,
YLF3652,麻辣囍室,,宜蘭,,,24.7476673,121.7617691,火鍋,,午餐|晚餐,4.8,中式美味麻辣火鍋，香辣適中，適合愛辣的食客。,[],,manual,
YLF3653,碧云麻辣鴛鴦鍋(自助式海鮮火鍋吃到飽)-宜蘭必吃鴛鴦鍋|麻辣火鍋|必吃火鍋|人氣鍋物|海鮮火鍋|宜蘭火鍋|宜蘭美食|宜蘭火鍋推薦|吃到飽,,宜蘭,,,24.7491664,121.7556411,火鍋,,午餐|晚餐,4.8,人氣自助式海鮮火鍋，鴛鴦鍋選擇豐富，適合聚餐。,[],,manual,
YLF3654,狂一鍋-宜蘭金東店,,宜蘭,,,24.752582,121.7563871,火鍋,,午餐|晚餐,4.8,特色中式火鍋，創新口味搭配，吸引了不少食客。,"[{""name"":""個人涮涮鍋"",""description"":""一人一鍋，湯頭鮮甜，配料豐富""},{""name"":""麻辣鍋"",""description"":""香麻辣鍋，麻辣夠味，湯頭醇厚""},{""name"":""海鮮拼盤"",""description"":""新鮮海鮮拼盤，多種海鮮一次滿足""}]",,manual,
YLF3655,老丸家EX極致鍋物-礁溪館,,宜蘭,礁溪鄉,,24.8333983,121.7751804,火鍋,,午餐|晚餐,4.8,,"[{""name"":""雙椒麻奶鍋"",""description"":""招牌人氣湯底，融合郫縣豆瓣、花椒、燈籠椒與香濃牛奶，辣而不燥、溫潤滑順。""},{""name"":""海陸套餐"",""description"":""結合極黑雪花和牛等高品質肉品，以及天使紅蝦、小卷等海鮮拼盤，食材極其澎湃。""},{""name"":""手工花枝貢丸"",""description"":""嘉楠集團製作的扎實貢丸，口感彈牙有嚼勁，內餡能吃到真材實料的花枝塊。""}]",,manual,
YLF3656,六六方鴛鴦鍋,,宜蘭,,,24.7564183,121.7716875,火鍋,,午餐|晚餐,4.8,,[],,manual,
YLF3657,聚 日式鍋物 宜蘭新月店,,宜蘭,,,24.7540596,121.7505349,火鍋,,午餐|晚餐,4.8,人氣日式火鍋，搭配新鮮食材與精緻湯底，讓人流連忘返。,[],,manual,
YLF3658,饗點鍋羅東店,,宜蘭,羅東鎮,,24.6702767,121.777962,火鍋,,午餐|晚餐,4.8,,"[{""name"":""麻辣牛奶湯底"",""description"":""推薦必點菜色""},{""name"":""霜降牛肉鍋"",""description"":""推薦必點菜色""},{""name"":""松阪豬肉鍋"",""description"":""推薦必點菜色""}]",,manual,
YLF3659,築間幸福鍋物 宜蘭中正店,,宜蘭,五結鄉,,24.6865533,121.7727136,火鍋,,午餐|晚餐,4.8,宜蘭中正店，人氣火鍋，湯頭香濃，食材新鮮。,[],,manual,
YLF3660,悟筷鍋物,,宜蘭,羅東鎮,,24.6788721,121.7692031,火鍋,,午餐|晚餐,4.8,精緻火鍋，食材新鮮，讓人流連忘返。,"[{""name"":""個人鍋物"",""description"":""招牌個人鍋物，湯頭鮮甜，配料豐富""},{""name"":""麻辣鍋"",""description"":""香麻辣鍋，麻辣過癮，湯頭醇厚""},{""name"":""蔬菜盤"",""description"":""豐富蔬菜盤，新鮮蔬食，健康搭配""}]",,manual,
YLF3661,噴水龍平價海鮮熱炒,,宜蘭,,,24.7528824,121.7507087,中式,,午餐|晚餐,4.8,平價美味，海鮮新鮮，適合分享。,[],,manual,
YLF3662,小武海鮮熱炒,,宜蘭,礁溪鄉,,24.819496,121.7688337,中式,,午餐|晚餐,4.8,新鮮海鮮與熱炒的完美結合，口感鮮美，值得一試。,"[{""name"":""椒麻中卷"",""description"":""以泰式酸辣風格調味，中卷口感Q彈脆口，沾裹酸辣醬汁，十分爽口開胃。""},{""name"":""鹽烤草蝦"",""description"":""將新鮮的草蝦包裹薄鹽以炭火鹽烤，完美鎖住蝦肉的鮮甜與彈性。""},{""name"":""空心菜炒牛肉"",""description"":""經典台式熱炒，火候十足，空心菜鮮脆、牛肉片滑嫩，鹹香下飯。""}]",,manual,
YLF3663,真島洋食 Majima Cafe 沒有貓咪了,,宜蘭,,,24.7599523,121.7556136,咖啡廳,,下午茶,4.8,Majima Cafe，優質咖啡和甜點，適合休閒時光，人氣咖啡廳，令人放鬆。,[],,manual,
YLF3664,森晴對樺,,宜蘭,礁溪鄉,,24.8252338,121.7722504,中式,,午餐|晚餐,4.8,,[],,manual,
YLF3665,Riparo BD Coffee 咖啡/甜點/早午餐/宜蘭咖啡廳/寵物友善,,宜蘭,,,24.7574957,121.7546365,咖啡廳,,早餐|下午茶,4.8,甜點與咖啡完美搭配，適合寵物友善的聚會。,[],,manual,
YLF3666,咖啡浴 FURO CAFE,,宜蘭,礁溪鄉,,24.8262811,121.7735945,咖啡廳,,下午茶,4.8,,[],,manual,
YLF3667,We Cafe我們的海灣咖啡-南方澳內埤海灣,,宜蘭,蘇澳鎮,,24.5789096,121.872536,咖啡廳,,下午茶,4.8,享受海景與咖啡的完美結合，讓人心情愉悅。,[],,manual,
YLF3668,日初和食,,宜蘭,,,24.7542612,121.763422,日式,,午餐|晚餐,4.8,"精緻日式料理, 讓你品味到日本的美味。",[],,manual,
YLF3669,鮮百日式料理,,宜蘭,羅東鎮,,24.6743652,121.7643785,日式,,午餐|晚餐,4.8,"料理新鮮美味, 讓人一試成主顧。",[],,manual,
YLF3670,多肉 x 肉多,,宜蘭,羅東鎮,,24.6740618,121.7739632,中式,,午餐|晚餐,4.8,,[],,manual,
YLF3671,宜蘭海山冰 甜品-羅東人氣冰店|必吃冰店|熱門甜品|雪花冰推薦|熱門剉冰|網美冰店|在地推薦冰店|人氣甜品,,宜蘭,羅東鎮,,24.6807854,121.7717989,中式,,午餐|晚餐,4.8,超人氣雪花冰店，提供多種創意剉冰，讓你在炎熱夏日中清涼解暑。,[],,manual,
YLF3672,小山丘｜往福德廟走進來｜最後點餐17:00,,宜蘭,羅東鎮,,24.6828865,121.7688565,中式,,午餐|晚餐,4.8,,"[{""name"":""鳳梨檸檬刨冰"",""description"":""使用國寶鳳梨，融合鳳梨果醬、百香果醬、鳳梨乾與檸檬，清爽消暑""},{""name"":""日式刨冰"",""description"":""醬汁每天自己熬煮，充滿水果香甜，天然不人工""},{""name"":""燉肉飯"",""description"":""除了冰品也供應的應的鹹食，滷燉入味的燉肉搭配白飯""}]",,manual,
YLF3673,糧2燒肉-宜蘭旗艦店,,宜蘭,,,24.7476363,121.7620829,西式,,午餐|晚餐,4.8,招牌燒肉人氣餐廳，肉質鮮嫩多汁，讓人回味無窮。,[],,manual,
YLF3674,新買醉餐酒館＆COZZZY BAR｜宜蘭旗艦店,,宜蘭,,,24.8286924,121.7719165,中式,,午餐|晚餐,4.8,超人氣中式餐廳，提供多樣化的美味料理選擇,,,manual,
YLF3675,1919 Smoked BBQ 原燒料理,,宜蘭,,,24.7562863,121.7583444,西式,,午餐|晚餐,4.8,,"[{""name"":""頭目堡"",""description"":""必點招牌招牌漢堡，龍眼木香氣搭配手撕肉與特製醃黃瓜""},{""name"":""綜合豪華拼盤"",""description"":""豐盛煙燻肉品搭配奶香麵包和水果沙拉，肉質柔軟多汁""},{""name"":""Silaw風乾熟成牛肉乾"",""description"":""必買原民伴手禮，低溫慢烤16小時的牛肉乾，濃郁香氣""}]",,manual,
YLF3676,直男燒肉專門店(羅東店),,宜蘭,冬山鄉,,24.667848,121.77265,西式,,午餐|晚餐,4.8,肉質鮮嫩的燒肉選擇，吸引眾多食客，口碑極佳。,"[{""name"":""日本A5和牛"",""description"":""提供多種高品質和牛部位，油花分布均勻如大理石般精美，入口即化，深受饕客推薦。""},{""name"":""澳洲和牛橫膈膜"",""description"":""澳洲和牛精選部位，肉質鮮嫩且帶有獨特香氣，咬下時飽滿多汁。""},{""name"":""秘製牛燥飯"",""description"":""以香濃的和牛肉燥淋在白飯上，搭配蔥花與調味，是極具人氣的必點主食。""}]",,manual,
YLF3677,千客萬來牛排,,宜蘭,,,24.7427057,121.7578437,西式,,午餐|晚餐,4.8,以其鮮嫩的牛排吸引超多人潮，成為牛排愛好者的聚集地。,[],,manual,
YLF3678,財哥古早味龍鳳腿,,宜蘭,羅東鎮,,24.6768951,121.770176,中式,,午餐|晚餐,4.8,,[],,manual,
YLF3679,台妹炸雞翅-宜蘭北門總店-宜蘭北門美食|炸物推薦|在地小吃|美食炸雞|人氣雞排|必吃炸雞翅|必吃炸雞|特色小吃,,宜蘭,宜蘭市,,24.7445316,121.7253595,中式,,午餐|晚餐,4.8,人氣炸雞翅酥脆可口，讓你一次吃過癮。,[],,manual,
YLF3680,線在見麵,,宜蘭,冬山鄉,,24.6701127,121.7495189,中式,,午餐|晚餐,4.8,｜手工麵條，口感彈牙，極具特色的夜市美食,"[{""name"":""麵線羹"",""description"":""高品質麵線羹，料多實在的在地好味道""},{""name"":""乾麵"",""description"":""家常乾麵，簡單美味搭配特製醬料""},{""name"":""小菜"",""description"":""各式平價小菜，搭配麵食最佳選擇""}]",,manual,
YLF3681,星玥鐵板燒,,宜蘭,冬山鄉,,24.666766,121.7511057,中式,,午餐|晚餐,4.8,提供新鮮食材的鐵板料理，讓每一口都充滿滋味。,[],,manual,
YLF3682,阿水冰果室｜咖啡甜點店,,宜蘭,冬山鄉,,24.6344028,121.7138946,甜品,,午餐|晚餐,4.8,超人氣甜品與咖啡的理想選擇，清新美味。,"[{""name"":""麻麻糊糊"",""description"":""芝麻糊配奶酪、馬茲卡彭和蛋捲，風味甜蜜有層次，芝麻香氣濃郁""},{""name"":""火山爆發"",""description"":""限定冰品，火龍果、奶酪、桑椹和冰淇淋，酸酸甜甜帶奶香味""},{""name"":""手工冰淇淋"",""description"":""自家栽種水果製作的天然冰淇淋，清爽消暑""}]",,manual,
YLF3683,蝸牛慢慢走 蔬食料理,,宜蘭,宜蘭市,,24.7429163,121.7504684,素食,,午餐|晚餐,4.8,素食餐廳，提供健康蔬食料理。,[],,manual,
YLF3684,毓秀蔬食廚房 (供餐時間11:00-15:00;無供應晚餐),,宜蘭,宜蘭市,,24.7586471,121.7585279,素食,,午餐|晚餐,4.8,素食餐廳，提供健康蔬食料理。,"[{""name"":""蔬食套餐"",""description"":""供餐時間11:00-15:00，以原型食材製作的健康蔬食料理""},{""name"":""蔥葱醬料理"",""description"":""使用毓秀私房醬製作的蔥葱醬蔬食，風味獨特""},{""name"":""素食XO辣醬料理"",""description"":""自製素食XO辣醬搭配蔬食，香辣開胃""}]",,manual,
YLF3685,"看見初食蔬食廚房［最後點餐時間午餐13：30,晚餐19：30］無訂位服務請見諒",,宜蘭,羅東鎮,,24.6717855,121.7962694,素食,,午餐|晚餐,4.8,素食餐廳，提供健康蔬食料理。,"[{""name"":""手作日式蔬食拉麵"",""description"":""以天然時蔬熬煮出清甜純淨的湯頭，搭配手作彈牙拉麵與多種精緻配料，天然無負擔。""},{""name"":""番茄紅醬義大利麵"",""description"":""使用新鮮番茄慢熬成酸甜適中的手作紅醬，麵條吸附滿滿醬汁，是人氣經典主食。""},{""name"":""叻沙風味湯麵"",""description"":""南洋風情的香濃椰奶咖哩湯底，帶有微辣與濃郁香氣，配上多種鮮美蔬食，是特色推薦料理。""}]",,manual,
YLF3686,綠曄蔬食坊,,宜蘭,羅東鎮,,24.6807971,121.7611262,素食,,午餐|晚餐,4.8,素食餐廳，提供健康蔬食料理。,"[{""name"":""麻油猴頭菇堅果煲"",""description"":""網友好評，吃過最好吃的蔬食料理，超級好吃""},{""name"":""套餐附餐"",""description"":""一盤三格小菜、水果、杏仁豆腐、桑椹汁、蛋糕，豐盛套餐""},{""name"":""蔬食便當"",""description"":""便當與自助餐形式，日常便捷的蔬食選擇""}]",,manual,
YLF3687,藝素 蔬食早午餐,,宜蘭,冬山鄉,,24.6687248,121.7671404,素食,,早餐,4.8,素食餐廳，提供健康蔬食料理。,"[{""name"":""蔬食早午餐"",""description"":""咖啡館風格蔬食早午餐，簡潔舒適氛圍""},{""name"":""手作輕食"",""description"":""咖啡與輕食搭配，冬山鄉間的慢活好去處""},{""name"":""素食甜點"",""description"":""手作素食甜點，搭配咖啡享用""}]",,manual,
YLF3688,石頭厝(樂田蔬食)只接受預約客戶,,宜蘭,三星鄉,,24.6846242,121.6530657,素食,,午餐|晚餐,4.8,素食餐廳，提供健康蔬食料理。,"[{""name"":""無菜單蔬食合菜"",""description"":""預約制百年石頭厝無菜單料理，每人400-600元""},{""name"":""全素炒麵"",""description"":""五辛素炒麵，農場到餐桌新鮮直送""},{""name"":""炒時蔬"",""description"":""自家有機菜園栽種的時令蔬菜""}]",,manual,
YLF3689,宝飯堡沖繩飯糰|葷食|素食|,,宜蘭,羅東鎮,,24.674053,121.7686784,素食,,午餐|晚餐,4.8,素食餐廳，提供健康蔬食料理。,"[{""name"":""鰻魚沖繩飯糰"",""description"":""厚厚玉子燒搭配午餐肉，日式沖繩風味""},{""name"":""明太子三角飯糰"",""description"":""素食版明太子口味，葷素都有""},{""name"":""手作芙蓉貴妃堡"",""description"":""沖繩飯糰創意口味，外帶散步美食""}]",,manual,
YLF3690,敲敲話咖啡美食/restaurants/宜蘭美食/壯圍美食/家庭聚餐/附近美食/吃的/火鍋,,宜蘭,壯圍鄉,263台灣宜蘭縣壯圍鄉新南村新南路二段139號,24.7193767,121.7992013,咖啡廳,,下午茶,4.8,咖啡廳，適合放鬆休憩,[],,manual,
YLF3691,陽光田園 Pasta (五結店)｜古早味紅茶、冰沙、冰淇淋無限暢飲｜五結美食｜五結必吃｜在地推薦｜義,,宜蘭,五結鄉,,24.692375,121.7700561,甜品,,午餐|晚餐,4.8,,[],,manual,
YLF3692,很美 Handmade｜肉桂捲專門店,,宜蘭,壯圍鄉,,24.7780081,121.789004,中式,,午餐|晚餐,4.8,,"[{""name"":""經典肉桂捲"",""description"":""手工現烤肉桂捲，香氣濃郁口感綿密""},{""name"":""手工甜點"",""description"":""每日手作甜點，肉桂捲專門店的特色甜品""},{""name"":""現流海鮮定食"",""description"":""壯圍在地新鮮海鮮定食，現流食材""}]",,manual,
YLF3693,陽光田園 Pasta (頭城店),,宜蘭,頭城鎮,,24.8576121,121.8234687,西式,,午餐|晚餐,4.8,,[],,manual,
YLF3694,愛法餐廳 iFrance-宜蘭餐廳 法式料理 私廚/創意/在地特色料理 慶生/聚會/外燴 2026人氣必吃美食餐廳推薦 PTT Dcard,,宜蘭,宜蘭市,,24.7499031,121.7526252,西式,,午餐|晚餐,4.7,樸實無華的餐廳，有裝飾傳統的用餐區，供應休閒歐洲菜餚。,[],,manual,
YLF3695,Charming恰米,,宜蘭,,,24.6782671,121.7675756,中式,,午餐|晚餐,4.7,精緻台菜選擇，讓每一口都充滿驚喜與美味。,[],,manual,
YLF3696,千樂水產海鮮超市 | 烤肉食材｜海鮮代客料理｜進口水果｜海鮮餐廳,,宜蘭,冬山鄉,,24.65682,121.7645281,西式,,午餐|晚餐,4.7,"提供新鮮海鮮與烤肉食材, 代客料理更添便捷。",[],,manual,
YLF3697,陽光田園 Pasta (蘇澳店)｜宜蘭美食｜蘇澳美食｜蘇澳必吃｜在地推薦｜人氣餐廳｜聚餐首選｜義大利麵｜排餐｜,,宜蘭,,,24.594229,121.8533264,西式,,午餐|晚餐,4.7,義大利麵與排餐的創意搭配，人氣聚餐首選。,[],,manual,
YLF3698,單賣幸福Hygge cafe&brunch 早午餐廳,,宜蘭,,,24.7519668,121.7563078,咖啡廳,,早餐|下午茶,4.7,享受早午餐與咖啡，讓每一天都充滿幸福感。,[],,manual,
YLF3699,藏味日式料理,,宜蘭,壯圍鄉,,24.7485571,121.7884459,日式,,午餐|晚餐,4.7,精緻的日式菜色搭配細膩的口感，讓人流連忘返。,[],,manual,
YLF3700,胖豹甜點 Chubby Seal Dessert | 梅花湖咖啡廳 | 海豹主題甜點 | 精緻甜點外燴,,宜蘭,冬山鄉,,24.6457587,121.7333489,咖啡廳,,下午茶,4.7,海豹主題的精緻甜點，咖啡廳中的可愛選擇。,[],,manual,
YLF3701,礁溪水尾羊肉爐,,宜蘭,,,24.7021073,121.7377502,中式,,午餐|晚餐,4.7,礁溪路七段從彰化起家的羊肉爐老店，羊肉無羊騷味帶淡淡奶香，湯頭細緻溫順暖胃,[],,manual,
YLF3702,初心大義洋食館,,宜蘭,宜蘭市,,24.7543641,121.7410512,西式,,午餐|晚餐,4.7,小巧時尚的餐廳，供應義大利燉飯、海鮮、義大利麵和炸雞。,[],,manual,
YLF3703,稻荷食堂,,宜蘭,,,24.6741242,121.7788507,中式,,午餐|晚餐,4.7,,[],,manual,
YLF3704,梨在角落,,宜蘭,,,24.6709294,121.7626773,中式,,午餐|晚餐,4.7,,[],,manual,
YLF3705,樟樹園特色料理,,宜蘭,,,24.673782,121.7618489,中式,,午餐|晚餐,4.7,,[],,manual,
YLF3706,勁霸旗艦會館/宜蘭美食/宜蘭羅東美食/羅東推薦餐廳/羅東熱炒/羅東必吃/宜蘭推薦餐廳,,宜蘭,,,24.698433,121.7636686,中式,,午餐|晚餐,4.7,口碑極佳的熱炒店，提供豐富多樣的台灣料理。,[],,manual,
YLF3707,菊丹料理亭(預約制) 宜蘭美食 正宗日本料理 宜蘭握壽司 羅東美食 宜蘭推薦餐廳 羅東日本料理,,宜蘭,,,24.688212,121.7702561,日式,,午餐|晚餐,4.7,"預約制的正宗日本料理, 招牌宜蘭握壽司令人垂涎。",[],,manual,
YLF3708,初食軒餐廳,,宜蘭,,,24.82829,121.7695054,中式,,午餐|晚餐,4.7,"人氣中式台菜, 招牌菜品吸引眾多食客光臨。",[],,manual,
YLF3709,三燔礁溪 Mihan Jiaoxi,,宜蘭,,,24.8287449,121.7729377,中式,,午餐|晚餐,4.7,,[],,manual,
YLF3710,蟹老闆活海鮮-烏石港推薦海鮮餐廳|頭城道地海鮮|海鮮熱炒|活海鮮推薦|人氣生鮮|聚餐餐廳|合菜餐廳|海鮮餐廳推薦|在地推薦海鮮,,宜蘭,頭城鎮,,24.8697952,121.837544,中式,,午餐|晚餐,4.7,"推薦新鮮活海鮮熱炒, 超人氣聚餐餐廳","[""綜合生魚片"",""泰式卡達蟹"",""鹽烤戰車龍蝦"",""石斑一魚兩吃"",""避風塘中卷""]",,manual,
YLF3711,幸福滿味食堂,,宜蘭,頭城鎮,,24.8281691,121.8218234,中式,,午餐|晚餐,4.7,"提供道地台菜, 讓人倍感幸福",[],,manual,
YLF3712,幸福36號海鮮餐廳 (現場制無預訂，最後點菜19:30),,宜蘭,頭城鎮,,24.8708482,121.8358471,中式,,午餐|晚餐,4.7,新鮮海鮮料理專賣，超人氣的海味選擇,,,manual,
YLF3713,333珈琲和食- 日式定食 手作甜點 烘焙咖啡,,宜蘭,頭城鎮,,24.8603299,121.8268622,咖啡廳,,下午茶,4.7,日式定食與手作甜點完美結合，人氣咖啡館。,[],,manual,
YLF3714,山漁海-本地海鮮定食,,宜蘭,冬山鄉,,24.6871603,121.7400354,日式,,午餐|晚餐,4.7,新鮮本地海鮮定食，讓人品味海的鮮美。,[],,manual,
YLF3715,乙森食堂,,宜蘭,冬山鄉,,24.6661872,121.7677523,日式,,午餐|晚餐,4.7,狹小的休閒餐廳，設有吧台座位，供應壽司和其他家常日本料理。,[],,manual,
YLF3716,食令鮮魚湯店（採現場候位，無接受訂位）,,宜蘭,,,24.595423,121.8410341,中式,,午餐|晚餐,4.7,專注於鮮美魚湯，人氣餐廳，採現場候位，無訂位服務。,[],,manual,
YLF3717,海珍活海鮮餐廳,,宜蘭,,,24.5824227,121.8670821,中式,,午餐|晚餐,4.7,新鮮海鮮料理專賣，超人氣的海味選擇,[],,manual,
YLF3718,地中海CASA 海洋1館 （本店另有星空二館，於員山鄉，千坪空間 | 百萬夜景！）,,宜蘭,員山鄉,,24.743432,121.723039,西式,,午餐|晚餐|宵夜,4.7,享受美味海鮮與百萬夜景，超人氣的浪漫用餐地點。,[],,manual,
YLF3719,好運牛湯麵,,宜蘭,羅東鎮,,24.6771755,121.7725871,中式,,午餐|晚餐,4.7,特色牛湯麵，濃郁湯頭，人氣美食。,[],,manual,
YLF3720,熊飽鍋物涮涮鍋,,宜蘭,,,24.7401471,121.75331,火鍋,,午餐|晚餐,4.7,豐富的肉品選擇，超人氣火鍋，適合與朋友共享。,[],,manual,
YLF3721,糧倉1號麻辣鴛鴦鍋宜蘭旗艦店,,宜蘭,,,24.7561273,121.7682316,火鍋,,午餐|晚餐,4.7,提供經典火鍋料理、鴨肉和海鮮的悠閒餐廳，還有多種吃到飽選項。,[],,manual,
YLF3722,鼎楓寶島火鍋 旗艦店 （本店附設停車位位置較小，若您的愛車較大台或覺得不好停，建議可以停路邊白線停車，造成不便敬請見諒）,,宜蘭,冬山鄉,,24.6588669,121.7607003,火鍋,,午餐|晚餐,4.7,超人氣火鍋，選材講究，湯頭鮮美，令人驚艷。,[],,manual,
YLF3723,ONI HOTPOT 鬼椒一番鍋｜宜蘭,,宜蘭,,,24.756326,121.7581249,火鍋,,午餐|晚餐,4.7,,[],,manual,
YLF3724,來初鍋物,,宜蘭,,,24.7291766,121.7563968,火鍋,,午餐|晚餐,4.7,,[],,manual,
YLF3725,熊飽MINI平價鍋物｜宜蘭火鍋｜冬山美食｜餐廳,,宜蘭,冬山鄉,,24.6329619,121.7940375,火鍋,,午餐|晚餐,4.7,火鍋的平價選擇，讓每個人都能享受美味與實,[],,manual,
YLF3726,奈良ㄧ本鍋物宜蘭店,,宜蘭,,,24.761372,121.7520321,火鍋,,午餐|晚餐,4.7,,[],,manual,
YLF3727,湯蒸火鍋羅東林場店,,宜蘭,五結鄉,,24.6867958,121.7738754,火鍋,,午餐|晚餐,4.7,深色裝潢的時髦餐廳，供應以桌面爐烹煮肉品和海鮮的火鍋料理。,[],,manual,
YLF3728,小豪海鮮,,宜蘭,頭城鎮,,24.8707149,121.8338336,中式,,午餐|晚餐,4.7,人氣海鮮餐廳，選擇多樣，味道鮮美。,[],,manual,
YLF3729,小老闆海鮮料理代客料理,,宜蘭,頭城鎮,,24.9414298,121.9003092,中式,,午餐|晚餐,4.7,超人氣海鮮料理，提供新鮮海味與代客料理的特色服務。,[],,manual,
YLF3730,快炒樂室,,宜蘭,礁溪鄉,,24.8299054,121.7757181,中式,,午餐|晚餐,4.7,人氣快炒餐廳，提供多樣化的快炒選擇，滿足各種味蕾需求。,[],,manual,
YLF3731,捌㡯珈琲,,宜蘭,頭城鎮,,24.8475777,121.8134968,咖啡廳,,下午茶,4.7,"中式台菜風格, 精緻的手作料理搭配特色茶飲。",[],,manual,
YLF3732,小溪邊咖啡,,宜蘭,頭城鎮,,24.8473715,121.8165858,咖啡廳,,下午茶,4.7,"風景優美的咖啡廳, 提供新鮮咖啡與悠閒的用餐體驗。",[],,manual,
YLF3733,MASLOW CAFE,,宜蘭,,,24.6926629,121.7293011,咖啡廳,,下午茶,4.7,"受歡迎的咖啡聚集地, 提供各式口味的精緻咖啡與輕食。",[],,manual,
YLF3734,小揭商行 COFFEE STREET CO.,,宜蘭,羅東鎮,,24.6774528,121.7707056,咖啡廳,,下午茶,4.7,受歡迎的咖啡店，特色咖啡讓人回味無窮。,[],,manual,
YLF3735,散步cafe sanpo 「100cm以上均需要低消」「6位（包含6）內用低消金額$250，基本需要一杯飲品」,,宜蘭,,,24.7021073,121.7377502,咖啡廳,,下午茶,4.7,靜謐的咖啡時光，提供舒適的內用環境。,[],,manual,
YLF3736,早吃晚歸,,宜蘭,,,24.7487524,121.7492571,中式,,午餐|晚餐,4.7,多樣台式料理，適合早晚用餐的好去處。,[],,manual,
YLF3737,宜蘭日本料理 信二三 （預約制•訂位請加LINE、私訊FB/IG）,,宜蘭,,,24.7580867,121.7515034,日式,,午餐|晚餐,4.7,,[],,manual,
YLF3738,掌上明珠會館,,宜蘭,壯圍鄉,,24.793636,121.80271,咖啡廳,,下午茶,4.7,採用木雕裝潢的時尚餐廳與茶館，供應包含 10 道菜的高級套餐。,[],,manual,
YLF3739,向陽早午餐（宜蘭甜點/宜蘭美食/宜蘭必吃）,,宜蘭,,,24.7521269,121.7481892,咖啡廳,,早餐|下午茶,4.7,宜蘭必吃的甜點和美食，甜蜜滋味。,[],,manual,
YLF3740,日十。早午食（宜蘭大學店）,,宜蘭,,,24.7448584,121.7449095,中式,,午餐|晚餐,4.7,,[],,manual,
YLF3741,初實早午餐,,宜蘭,羅東鎮,,24.6776848,121.7628666,咖啡廳,,早餐|下午茶,4.7,"提供高品質的咖啡與早午餐, 適合輕鬆聚會",[],,manual,
YLF3742,樂多廚房早午餐,,宜蘭,員山鄉,,24.7504916,121.7133302,咖啡廳,,早餐|下午茶,4.7,招牌早午餐選擇多樣，讓人流連忘返，人氣店面。,[],,manual,
YLF3743,早安炘旺早午餐,,宜蘭,五結鄉,,24.6894807,121.77051,咖啡廳,,早餐|下午茶,4.7,,[],,manual,
YLF3744,心地日常-羅東,,宜蘭,羅東鎮,,24.6797785,121.7681408,中式,,午餐|晚餐,4.7,精緻的台菜料理，讓每一口都能品嚐到用心的滋味。,[],,manual,
YLF3745,浪花丸手作冰店 宜蘭本店,,宜蘭,冬山鄉,,24.6707175,121.748888,甜品,,午餐|晚餐,4.7,提供日式刨冰，還是寵物友善場所，適合全家一起來享受。,[],,manual,
YLF3746,冰點老店冰淇淋專賣店(FB有提供休假日期）,,宜蘭,冬山鄉,,24.6664703,121.7678719,甜品,,午餐|晚餐,4.7,,[],,manual,
YLF3747,路邊烤肉wildbbqx微甜冰果室|宜蘭舊城|蘭城新月,,宜蘭,,,24.7572447,121.7565403,西式,,午餐|晚餐,4.7,,[],,manual,
YLF3748,千兵衛炭火燒肉-羅東店,,宜蘭,羅東鎮,,24.6785679,121.7684775,西式,,午餐|晚餐,4.7,,[],,manual,
YLF3749,碳休今呷串燒酒場-宜蘭店,,宜蘭,,,24.7427336,121.7528935,中式,,午餐|晚餐,4.7,精緻串燒與酒品搭配，人氣不斷上升。,[],,manual,
YLF3750,上野烤肉飯-宜蘭店,,宜蘭,,,24.7491391,121.7476861,西式,,午餐|晚餐,4.7,創意烤肉飯，搭配多樣化的配料，令人驚艷。,[],,manual,
YLF3751,SALE & PEPE 胡椒 鹽 牛排,,宜蘭,,,24.7515614,121.755178,西式,,午餐|晚餐,4.7,,[],,manual,
YLF3752,鑫牛精緻排餐料理 ｜線上訂位預約制｜宜蘭必吃牛排｜最後收客至13:30/20:30,,宜蘭,五結鄉,,24.6887633,121.8050125,西式,,午餐|晚餐,4.7,專注於牛排的高品質用餐體驗，受到食客喜愛，值得一試。,[],,manual,
YLF3753,品樂牛排館《超值牛排館》平價排餐｜在地｜螺旋酥皮濃湯推薦,,宜蘭,冬山鄉,,24.6630621,121.766502,西式,,午餐|晚餐,4.7,超值牛排與螺旋酥皮濃湯的完美組合，平價又美味。,[],,manual,
