Total changes: 1640
  [桃園] 楊梅区 -> 楊梅
  [桃園] 中壢区 -> 中壢
  [桃園] 中壢区 -> 中壢
  [桃園] 中壢区 -> 中壢
  [桃園] 中壢区 -> 中壢
  [桃園] 中壢区 -> 中壢
  [桃園] 大渓区 -> 大渓
  [桃園] 平鎮区 -> 平鎮
  [桃園] 平鎮区 -> 平鎮
  [桃園] 八徳区 -> 八徳
  [桃園] 八徳区 -> 八徳
  [桃園] 芦竹区 -> 芦竹
  [桃園] 中壢区 -> 中壢
  [桃園] 平鎮区 -> 平鎮
  [桃園] 楊梅区 -> 楊梅
  [桃園] 桃園区 -> 桃園
  [桃園] 桃園区 -> 桃園
  [桃園] 大渓区 -> 大渓
  [桃園] 大渓区 -> 大渓
  [桃園] 大渓区 -> 大渓
  [桃園] 芦竹区 -> 芦竹
  [桃園] 芦竹区 -> 芦竹
  [桃園] 中壢区 -> 中壢
  [桃園] 中壢区 -> 中壢
  [桃園] 中壢区 -> 中壢
  [桃園] 桃園区 -> 桃園
  [桃園] 楊梅区 -> 楊梅
  [桃園] 亀山区 -> 亀山
  [桃園] 亀山区 -> 亀山
  [桃園] 桃園区 -> 桃園
  [桃園] 桃園区 -> 桃園
  [桃園] 亀山区 -> 亀山
  [桃園] 亀山区 -> 亀山
  [桃園] 芦竹区 -> 芦竹
  [桃園] 中壢区 -> 中壢
  [桃園] 桃園区 -> 桃園
  [桃園] 桃園区 -> 桃園
  [桃園] 八徳区 -> 八徳
  [桃園] 楊梅区 -> 楊梅
  [桃園] 八徳区 -> 八徳
  [桃園] 八徳区 -> 八徳
  [桃園] 桃園区 -> 桃園
  [桃園] 桃園区 -> 桃園
  [桃園] 中壢区 -> 中壢
  [桃園] 八徳区 -> 八徳
  [桃園] 八徳区 -> 八徳
  [桃園] 芦竹区 -> 芦竹
  [桃園] 大渓区 -> 大渓
  [桃園] 大渓区 -> 大渓
  [桃園] 亀山区 -> 亀山
  [桃園] 桃園区 -> 桃園
  [桃園] 桃園区 -> 桃園
  [桃園] 中壢区 -> 中壢
  [桃園] 桃園区 -> 桃園
  [桃園] 中壢区 -> 中壢
  [桃園] 芦竹区 -> 芦竹
  [桃園] 中壢区 -> 中壢
  [桃園] 芦竹区 -> 芦竹
  [桃園] 桃園区 -> 桃園
  [桃園] 八徳区 -> 八徳
  [桃園] 芦竹区 -> 芦竹
  [桃園] 中壢区 -> 中壢
  [桃園] 桃園区 -> 桃園
  [桃園] 中壢区 -> 中壢
  [桃園] 中壢区 -> 中壢
  [桃園] 八徳区 -> 八徳
  [桃園] 大渓区 -> 大渓
  [桃園] 大渓区 -> 大渓
  [桃園] 楊梅区 -> 楊梅
  [桃園] 楊梅区 -> 楊梅
  [桃園] 平鎮区 -> 平鎮
  [桃園] 平鎮区 -> 平鎮
  [桃園] 平鎮区 -> 平鎮
  [桃園] 平鎮区 -> 平鎮
  [桃園] 八徳区 -> 八徳
  [桃園] 八徳区 -> 八徳
  [桃園] 八徳区 -> 八徳
  [桃園] 八徳区 -> 八徳
  [桃園] 亀山区 -> 亀山
  [桃園] 芦竹区 -> 芦竹
  [桃園] 八徳区 -> 八徳
  [桃園] 八徳区 -> 八徳
  [桃園] 平鎮区 -> 平鎮
  [桃園] 平鎮区 -> 平鎮
  [桃園] 楊梅区 -> 楊梅
  [桃園] 桃園区 -> 桃園
  [桃園] 桃園区 -> 桃園
  [桃園] 桃園区 -> 桃園
  [桃園] 桃園区 -> 桃園
  [桃園] 八徳区 -> 八徳
  [桃園] 中壢区 -> 中壢
  [桃園] 桃園区 -> 桃園
  [桃園] 八徳区 -> 八徳
  [桃園] 桃園区 -> 桃園
  [桃園] 楊梅区 -> 楊梅
  [桃園] 芦竹区 -> 芦竹
  [桃園] 中壢区 -> 中壢
  [桃園] 楊梅区 -> 楊梅
  [桃園] 桃園区 -> 桃園
  [桃園] 八徳区 -> 八徳
  [桃園] 芦竹区 -> 芦竹
  [桃園] 大渓区 -> 大渓
  [桃園] 平鎮区 -> 平鎮
  [桃園] 桃園区 -> 桃園
  [桃園] 八徳区 -> 八徳
  [桃園] 芦竹区 -> 芦竹
  [桃園] 桃園区 -> 桃園
  [桃園] 桃園区 -> 桃園
  [桃園] 中壢区 -> 中壢
  [桃園] 八徳区 -> 八徳
  [桃園] 芦竹区 -> 芦竹
  [桃園] 芦竹区 -> 芦竹
  [桃園] 芦竹区 -> 芦竹
  [桃園] 芦竹区 -> 芦竹
  [桃園] 平鎮区 -> 平鎮
  [桃園] 平鎮区 -> 平鎮
  [桃園] 亀山区 -> 亀山
  [桃園] 平鎮区 -> 平鎮
  [桃園] 中壢区 -> 中壢
  [桃園] 中壢区 -> 中壢
  [桃園] 平鎮区 -> 平鎮
  [桃園] 中壢区 -> 中壢
  [桃園] 中壢区 -> 中壢
  [桃園] 桃園区 -> 桃園
  [桃園] 芦竹区 -> 芦竹
  [桃園] 亀山区 -> 亀山
  [桃園] 中壢区 -> 中壢
  [桃園] 中壢区 -> 中壢
  [桃園] 中壢区 -> 中壢
  [桃園] 桃園区 -> 桃園
  [桃園] 桃園区 -> 桃園
  [桃園] 大渓区 -> 大渓
  [桃園] 大渓区 -> 大渓
  [桃園] 楊梅区 -> 楊梅
  [桃園] 平鎮区 -> 平鎮
  [桃園] 平鎮区 -> 平鎮
  [桃園] 八徳区 -> 八徳
  [桃園] 八徳区 -> 八徳
  [桃園] 八徳区 -> 八徳
  [桃園] 亀山区 -> 亀山
  [桃園] 亀山区 -> 亀山
  [桃園] 八徳区 -> 八徳
  [桃園] 中壢区 -> 中壢
  [桃園] 中壢区 -> 中壢
  [桃園] 平鎮区 -> 平鎮
  [桃園] 平鎮区 -> 平鎮
  [桃園] 桃園区 -> 桃園
  [桃園] 桃園区 -> 桃園
  [桃園] 桃園区 -> 桃園
  [桃園] 大渓区 -> 大渓
  [桃園] 中壢区 -> 中壢
  [桃園] 平鎮区 -> 平鎮
  [桃園] 八徳区 -> 八徳
  [桃園] 楊梅区 -> 楊梅
  [桃園] 中壢区 -> 中壢
  [桃園] 中壢区 -> 中壢
  [桃園] 桃園区 -> 桃園
  [桃園] 平鎮区 -> 平鎮
  [桃園] 芦竹区 -> 芦竹
  [桃園] 芦竹区 -> 芦竹
  [桃園] 亀山区 -> 亀山
  [桃園] 平鎮区 -> 平鎮
  [桃園] 芦竹区 -> 芦竹
  [桃園] 桃園区 -> 桃園
  [桃園] 平鎮区 -> 平鎮
  [桃園] 楊梅区 -> 楊梅
  [桃園] 平鎮区 -> 平鎮
  [桃園] 大渓区 -> 大渓
  [桃園] 平鎮区 -> 平鎮
  [桃園] 平鎮区 -> 平鎮
  [桃園] 桃園区 -> 桃園
  [桃園] 楊梅区 -> 楊梅
  [桃園] 桃園区 -> 桃園
  [桃園] 中壢区 -> 中壢
  [桃園] 中壢区 -> 中壢
  [桃園] 中壢区 -> 中壢
  [桃園] 中壢区 -> 中壢
  [桃園] 八徳区 -> 八徳
  [桃園] 八徳区 -> 八徳
  [桃園] 大渓区 -> 大渓
  [桃園] 平鎮区 -> 平鎮
  [桃園] 中壢区 -> 中壢
  [桃園] 中壢区 -> 中壢
  [桃園] 八徳区 -> 八徳
  [桃園] 中壢区 -> 中壢
  [桃園] 中壢区 -> 中壢
  [桃園] 中壢区 -> 中壢
  [桃園] 中壢区 -> 中壢
  [桃園] 桃園区 -> 桃園
  [桃園] 中壢区 -> 中壢
  [桃園] 中壢区 -> 中壢
  [桃園] 芦竹区 -> 芦竹
  [桃園] 桃園区 -> 桃園
  [桃園] 平鎮区 -> 平鎮
  [桃園] 中壢区 -> 中壢
  [桃園] 芦竹区 -> 芦竹
  [桃園] 中壢区 -> 中壢
  [桃園] 平鎮区 -> 平鎮
  [桃園] 中壢区 -> 中壢
  [桃園] 中壢区 -> 中壢
  [桃園] 桃園区 -> 桃園
  [桃園] 桃園区 -> 桃園
  [桃園] 中壢区 -> 中壢
  [桃園] 大渓区 -> 大渓
  [桃園] 大渓区 -> 大渓
  [桃園] 大渓区 -> 大渓
  [桃園] 楊梅区 -> 楊梅
  [桃園] 楊梅区 -> 楊梅
  [桃園] 平鎮区 -> 平鎮
  [桃園] 八徳区 -> 八徳
  [桃園] 亀山区 -> 亀山
  [桃園] 亀山区 -> 亀山
  [桃園] 芦竹区 -> 芦竹
  [桃園] 八徳区 -> 八徳
  [桃園] 中壢区 -> 中壢
  [桃園] 中壢区 -> 中壢
  [桃園] 中壢区 -> 中壢
  [桃園] 中壢区 -> 中壢
  [桃園] 中壢区 -> 中壢
  [桃園] 中壢区 -> 中壢
  [桃園] 楊梅区 -> 楊梅
  [桃園] 大渓区 -> 大渓
  [桃園] 亀山区 -> 亀山
  [桃園] 平鎮区 -> 平鎮
  [桃園] 平鎮区 -> 平鎮
  [桃園] 楊梅区 -> 楊梅
  [桃園] 中壢区 -> 中壢
  [桃園] 楊梅区 -> 楊梅
  [桃園] 芦竹区 -> 芦竹
  [桃園] 亀山区 -> 亀山
  [桃園] 中壢区 -> 中壢
  [桃園] 楊梅区 -> 楊梅
  [桃園] 八徳区 -> 八徳
  [桃園] 中壢区 -> 中壢
  [桃園] 桃園区 -> 桃園
  [桃園] 大渓区 -> 大渓
  [桃園] 八徳区 -> 八徳
  [桃園] 芦竹区 -> 芦竹
  [桃園] 桃園区 -> 桃園
  [桃園] 桃園区 -> 桃園
  [桃園] 中壢区 -> 中壢
  [桃園] 八徳区 -> 八徳
  [桃園] 八徳区 -> 八徳
  [桃園] 芦竹区 -> 芦竹
  [桃園] 大渓区 -> 大渓
  [桃園] 大渓区 -> 大渓
  [桃園] 平鎮区 -> 平鎮
  [桃園] 亀山区 -> 亀山
  [桃園] 桃園区 -> 桃園
  [桃園] 桃園区 -> 桃園
  [桃園] 芦竹区 -> 芦竹
  [桃園] 中壢区 -> 中壢
  [桃園] 桃園区 -> 桃園
  [桃園] 平鎮区 -> 平鎮
  [桃園] 中壢区 -> 中壢
  [桃園] 亀山区 -> 亀山
  [桃園] 中壢区 -> 中壢
  [桃園] 桃園区 -> 桃園
  [桃園] 中壢区 -> 中壢
  [桃園] 桃園区 -> 桃園
  [桃園] 桃園区 -> 桃園
  [桃園] 中壢区 -> 中壢
  [桃園] 楊梅区 -> 楊梅
  [桃園] 中壢区 -> 中壢
  [桃園] 中壢区 -> 中壢
  [桃園] 中壢区 -> 中壢
  [桃園] 大渓区 -> 大渓
  [桃園] 大渓区 -> 大渓
  [桃園] 大渓区 -> 大渓
  [桃園] 楊梅区 -> 楊梅
  [桃園] 楊梅区 -> 楊梅
  [桃園] 平鎮区 -> 平鎮
  [桃園] 平鎮区 -> 平鎮
  [桃園] 平鎮区 -> 平鎮
  [桃園] 八徳区 -> 八徳
  [桃園] 八徳区 -> 八徳
  [桃園] 八徳区 -> 八徳
  [桃園] 亀山区 -> 亀山
  [桃園] 亀山区 -> 亀山
  [桃園] 芦竹区 -> 芦竹
  [桃園] 芦竹区 -> 芦竹
  [桃園] 八徳区 -> 八徳
  [桃園] 中壢区 -> 中壢
  [桃園] 平鎮区 -> 平鎮
  [桃園] 平鎮区 -> 平鎮
  [桃園] 平鎮区 -> 平鎮
  [桃園] 楊梅区 -> 楊梅
  [桃園] 楊梅区 -> 楊梅
  [桃園] 桃園区 -> 桃園
  [桃園] 桃園区 -> 桃園
  [桃園] 芦竹区 -> 芦竹
  [桃園] 桃園区 -> 桃園
  [桃園] 桃園区 -> 桃園
  [桃園] 八徳区 -> 八徳
  [桃園] 平鎮区 -> 平鎮
  [桃園] 平鎮区 -> 平鎮
  [桃園] 中壢区 -> 中壢
  [桃園] 平鎮区 -> 平鎮
  [桃園] 平鎮区 -> 平鎮
  [桃園] 平鎮区 -> 平鎮
  [桃園] 中壢区 -> 中壢
  [桃園] 中壢区 -> 中壢
  [桃園] 中壢区 -> 中壢
  [桃園] 平鎮区 -> 平鎮
  [桃園] 中壢区 -> 中壢
  [桃園] 大渓区 -> 大渓
  [桃園] 楊梅区 -> 楊梅
  [桃園] 桃園区 -> 桃園
  [桃園] 桃園区 -> 桃園
  [桃園] 中壢区 -> 中壢
  [桃園] 中壢区 -> 中壢
  [桃園] 八徳区 -> 八徳
  [桃園] 芦竹区 -> 芦竹
  [桃園] 亀山区 -> 亀山
  [桃園] 亀山区 -> 亀山
  [桃園] 亀山区 -> 亀山
  [桃園] 亀山区 -> 亀山
  [桃園] 中壢区 -> 中壢
  [桃園] 中壢区 -> 中壢
  [桃園] 平鎮区 -> 平鎮
  [桃園] 平鎮区 -> 平鎮
  [桃園] 中壢区 -> 中壢
  [桃園] 中壢区 -> 中壢
  [桃園] 桃園区 -> 桃園
  [桃園] 桃園区 -> 桃園
  [桃園] 中壢区 -> 中壢
  [桃園] 平鎮区 -> 平鎮
  [桃園] 中壢区 -> 中壢
  [桃園] 楊梅区 -> 楊梅
  [桃園] 楊梅区 -> 楊梅
  [桃園] 中壢区 -> 中壢
  [桃園] 中壢区 -> 中壢
  [桃園] 桃園区 -> 桃園
  [桃園] 中壢区 -> 中壢
  [桃園] 中壢区 -> 中壢
  [桃園] 中壢区 -> 中壢
  [桃園] 大渓区 -> 大渓
  [桃園] 楊梅区 -> 楊梅
  [桃園] 楊梅区 -> 楊梅
  [桃園] 平鎮区 -> 平鎮
  [桃園] 八徳区 -> 八徳
  [桃園] 八徳区 -> 八徳
  [桃園] 八徳区 -> 八徳
  [桃園] 八徳区 -> 八徳
  [桃園] 芦竹区 -> 芦竹
  [桃園] 芦竹区 -> 芦竹
  [桃園] 芦竹区 -> 芦竹
  [桃園] 芦竹区 -> 芦竹
  [桃園] 中壢区 -> 中壢
  [桃園] 中壢区 -> 中壢
  [桃園] 平鎮区 -> 平鎮
  [桃園] 楊梅区 -> 楊梅
  [桃園] 桃園区 -> 桃園
  [桃園] 桃園区 -> 桃園
  [桃園] 大渓区 -> 大渓
  [桃園] 中壢区 -> 中壢
  [桃園] 中壢区 -> 中壢
  [桃園] 大渓区 -> 大渓
  [桃園] 亀山区 -> 亀山
  [桃園] 楊梅区 -> 楊梅
  [桃園] 亀山区 -> 亀山
  [桃園] 楊梅区 -> 楊梅
  [桃園] 中壢区 -> 中壢
  [桃園] 中壢区 -> 中壢
  [桃園] 大渓区 -> 大渓
  [桃園] 平鎮区 -> 平鎮
  [桃園] 中壢区 -> 中壢
  [桃園] 大渓区 -> 大渓
  [桃園] 桃園区 -> 桃園
  [桃園] 楊梅区 -> 楊梅
  [桃園] 桃園区 -> 桃園
  [桃園] 桃園区 -> 桃園
  [桃園] 中壢区 -> 中壢
  [桃園] 芦竹区 -> 芦竹
  [桃園] 芦竹区 -> 芦竹
  [桃園] 平鎮区 -> 平鎮
  [桃園] 亀山区 -> 亀山
  [桃園] 亀山区 -> 亀山
  [桃園] 中壢区 -> 中壢
  [桃園] 中壢区 -> 中壢
  [桃園] 中壢区 -> 中壢
  [桃園] 中壢区 -> 中壢
  [桃園] 中壢区 -> 中壢
  [桃園] 中壢区 -> 中壢
  [桃園] 中壢区 -> 中壢
  [桃園] 桃園区 -> 桃園
  [桃園] 中壢区 -> 中壢
  [桃園] 中壢区 -> 中壢
  [桃園] 中壢区 -> 中壢
  [桃園] 平鎮区 -> 平鎮
  [桃園] 桃園区 -> 桃園
  [桃園] 芦竹区 -> 芦竹
  [桃園] 中壢区 -> 中壢
  [桃園] 大渓区 -> 大渓
  [桃園] 大渓区 -> 大渓
  [桃園] 大渓区 -> 大渓
  [桃園] 大渓区 -> 大渓
  [桃園] 楊梅区 -> 楊梅
  [桃園] 楊梅区 -> 楊梅
  [桃園] 平鎮区 -> 平鎮
  [桃園] 亀山区 -> 亀山
  [桃園] 中壢区 -> 中壢
  [桃園] 中壢区 -> 中壢
  [桃園] 中壢区 -> 中壢
  [桃園] 平鎮区 -> 平鎮
  [桃園] 平鎮区 -> 平鎮
  [桃園] 平鎮区 -> 平鎮
  [桃園] 桃園区 -> 桃園
  [桃園] 楊梅区 -> 楊梅
  [桃園] 楊梅区 -> 楊梅
  [桃園] 桃園区 -> 桃園
  [桃園] 平鎮区 -> 平鎮
  [桃園] 桃園区 -> 桃園
  [桃園] 蘆竹区 -> 蘆竹
  [桃園] 復興区 -> 復興
  [桃園] 楊梅区 -> 楊梅
  [桃園] 中壢区 -> 中壢
  [桃園] 芦竹区 -> 芦竹
  [桃園] 大渓区 -> 大渓
  [桃園] 大渓区 -> 大渓
  [桃園] 亀山区 -> 亀山
  [桃園] 亀山区 -> 亀山
  [桃園] 中壢区 -> 中壢
  [桃園] 中壢区 -> 中壢
  [桃園] 八徳区 -> 八徳
  [桃園] 中壢区 -> 中壢
  [桃園] 芦竹区 -> 芦竹
  [桃園] 八徳区 -> 八徳
  [桃園] 桃園区 -> 桃園
  [桃園] 桃園区 -> 桃園
  [桃園] 平鎮区 -> 平鎮
  [桃園] 中壢区 -> 中壢
  [桃園] 中壢区 -> 中壢
  [桃園] 平鎮区 -> 平鎮
  [桃園] 中壢区 -> 中壢
  [桃園] 桃園区 -> 桃園
  [桃園] 桃園区 -> 桃園
  [桃園] 桃園区 -> 桃園
  [桃園] 中壢区 -> 中壢
  [桃園] 中壢区 -> 中壢
  [桃園] 中壢区 -> 中壢
  [桃園] 中壢区 -> 中壢
  [桃園] 大渓区 -> 大渓
  [桃園] 平鎮区 -> 平鎮
  [桃園] 八徳区 -> 八徳
  [桃園] 八徳区 -> 八徳
  [桃園] 芦竹区 -> 芦竹
  [桃園] 八徳区 -> 八徳
  [桃園] 八徳区 -> 八徳
  [桃園] 中壢区 -> 中壢
  [桃園] 中壢区 -> 中壢
  [桃園] 平鎮区 -> 平鎮
  [桃園] 八徳区 -> 八徳
  [桃園] 中壢区 -> 中壢
  [桃園] 中壢区 -> 中壢
  [桃園] 中壢区 -> 中壢
  [桃園] 中壢区 -> 中壢
  [桃園] 芦竹区 -> 芦竹
  [桃園] 桃園区 -> 桃園
  [桃園] 桃園区 -> 桃園
  [桃園] 楊梅区 -> 楊梅
  [桃園] 芦竹区 -> 芦竹
  [桃園] 桃園区 -> 桃園
  [桃園] 中壢区 -> 中壢
  [桃園] 芦竹区 -> 芦竹
  [桃園] 平鎮区 -> 平鎮
  [桃園] 中壢区 -> 中壢
  [桃園] 桃園区 -> 桃園
  [桃園] 大渓区 -> 大渓
  [桃園] 大渓区 -> 大渓
  [桃園] 大渓区 -> 大渓
  [桃園] 楊梅区 -> 楊梅
  [桃園] 楊梅区 -> 楊梅
  [桃園] 楊梅区 -> 楊梅
  [桃園] 楊梅区 -> 楊梅
  [桃園] 平鎮区 -> 平鎮
  [桃園] 平鎮区 -> 平鎮
  [桃園] 八徳区 -> 八徳
  [桃園] 八徳区 -> 八徳
  [桃園] 八徳区 -> 八徳
  [桃園] 桃園区 -> 桃園
  [桃園] 亀山区 -> 亀山
  [桃園] 亀山区 -> 亀山
  [桃園] 芦竹区 -> 芦竹
  [桃園] 平鎮区 -> 平鎮
  [桃園] 楊梅区 -> 楊梅
  [桃園] 大渓区 -> 大渓
  [桃園] 中壢区 -> 中壢
  [桃園] 芦竹区 -> 芦竹
  [桃園] 桃園区 -> 桃園
  [桃園] 中壢区 -> 中壢
  [桃園] 八徳区 -> 八徳
  [桃園] 桃園区 -> 桃園
  [桃園] 楊梅区 -> 楊梅
  [桃園] 楊梅区 -> 楊梅
  [桃園] 楊梅区 -> 楊梅
  [桃園] 楊梅区 -> 楊梅
  [桃園] 楊梅区 -> 楊梅
  [桃園] 楊梅区 -> 楊梅
  [桃園] 楊梅区 -> 楊梅
  [桃園] 桃園区 -> 桃園
  [桃園] 桃園区 -> 桃園
  [桃園] 桃園区 -> 桃園
  [桃園] 桃園区 -> 桃園
  [桃園] 桃園区 -> 桃園
  [桃園] 桃園区 -> 桃園
  [桃園] 桃園区 -> 桃園
  [桃園] 桃園区 -> 桃園
  [桃園] 桃園区 -> 桃園
  [桃園] 桃園区 -> 桃園
  [桃園] 桃園区 -> 桃園
  [桃園] 桃園区 -> 桃園
  [桃園] 中壢区 -> 中壢
  [桃園] 中壢区 -> 中壢
  [桃園] 中壢区 -> 中壢
  [桃園] 中壢区 -> 中壢
  [桃園] 中壢区 -> 中壢
  [桃園] 中壢区 -> 中壢
  [桃園] 中壢区 -> 中壢
  [桃園] 中壢区 -> 中壢
  [桃園] 中壢区 -> 中壢
  [桃園] 中壢区 -> 中壢
  [桃園] 中壢区 -> 中壢
  [桃園] 中壢区 -> 中壢
  [桃園] 中壢区 -> 中壢
  [桃園] 中壢区 -> 中壢
  [桃園] 平鎮区 -> 平鎮
  [桃園] 平鎮区 -> 平鎮
  [桃園] 平鎮区 -> 平鎮
  [桃園] 八徳区 -> 八徳
  [桃園] 八徳区 -> 八徳
  [桃園] 八徳区 -> 八徳
  [桃園] 亀山区 -> 亀山
  [桃園] 亀山区 -> 亀山
  [桃園] 芦竹区 -> 芦竹
  [桃園] 大渓区 -> 大渓
  [桃園] 大渓区 -> 大渓
  [桃園] 大渓区 -> 大渓
  [桃園] 大渓区 -> 大渓
  [桃園] 大渓区 -> 大渓
  [桃園] 大渓区 -> 大渓
  [桃園] 大渓区 -> 大渓
  [桃園] 大渓区 -> 大渓
  [桃園] 大渓区 -> 大渓
  [桃園] 大渓区 -> 大渓
  [桃園] 大渓区 -> 大渓
  [桃園] 桃園区 -> 桃園
  [桃園] 桃園区 -> 桃園
  [桃園] 桃園区 -> 桃園
  [桃園] 桃園区 -> 桃園
  [桃園] 桃園区 -> 桃園
  [桃園] 楊梅区 -> 楊梅
  [桃園] 楊梅区 -> 楊梅
  [桃園] 楊梅区 -> 楊梅
  [桃園] 楊梅区 -> 楊梅
  [桃園] 楊梅区 -> 楊梅
  [桃園] 楊梅区 -> 楊梅
  [桃園] 楊梅区 -> 楊梅
  [桃園] 楊梅区 -> 楊梅
  [桃園] 楊梅区 -> 楊梅
  [桃園] 楊梅区 -> 楊梅
  [桃園] 楊梅区 -> 楊梅
  [桃園] 桃園区 -> 桃園
  [桃園] 桃園区 -> 桃園
  [桃園] 中壢区 -> 中壢
  [桃園] 桃園区 -> 桃園
  [桃園] 八徳区 -> 八徳
  [桃園] 亀山区 -> 亀山
  [桃園] 中壢区 -> 中壢
  [桃園] 桃園区 -> 桃園
  [桃園] 大渓区 -> 大渓
  [桃園] 大渓区 -> 大渓
  [桃園] 大渓区 -> 大渓
  [桃園] 亀山区 -> 亀山
  [新竹] 東區 -> 東 (traditional)
  [新竹] 東區 -> 東 (traditional)
  [新竹] 東區 -> 東 (traditional)
  [新竹] 東區 -> 東 (traditional)
  [新竹] 東區 -> 東 (traditional)
  [台中] 南屯区 -> 南屯
  [台中] 西屯区 -> 西屯
  [台中] 北屯区 -> 北屯
  [台中] 西屯区 -> 西屯
  [台中] 西屯区 -> 西屯
  [台中] 西屯区 -> 西屯
  [台中] 西屯区 -> 西屯
  [台中] 龍井区 -> 龍井
  [台中] 北屯区 -> 北屯
  [台中] 西屯区 -> 西屯
  [台中] 大安区 -> 大安
  [台中] 西屯区 -> 西屯
  [台中] 西屯区 -> 西屯
  [台中] 西屯区 -> 西屯
  [台中] 西屯区 -> 西屯
  [台中] 大安区 -> 大安
  [台中] 大甲区 -> 大甲
  [台中] 北屯区 -> 北屯
  [台中] 新社区 -> 新社
  [台中] 大雅区 -> 大雅
  [台中] 南屯区 -> 南屯
  [台中] 大安区 -> 大安
  [台中] 大安区 -> 大安
  [台中] 西屯区 -> 西屯
  [台中] 龍井区 -> 龍井
  [台中] 東勢区 -> 東勢
  [台中] 大里区 -> 大里
  [台中] 西屯区 -> 西屯
  [台中] 太平区 -> 太平
  [台中] 西屯区 -> 西屯
  [台中] 西屯区 -> 西屯
  [台中] 西屯区 -> 西屯
  [台中] 西屯区 -> 西屯
  [台中] 西屯区 -> 西屯
  [台中] 西屯区 -> 西屯
  [台中] 大安区 -> 大安
  [台中] 新社区 -> 新社
  [台中] 西屯区 -> 西屯
  [台中] 西屯区 -> 西屯
  [台中] 西屯区 -> 西屯
  [台中] 西屯区 -> 西屯
  [台中] 西屯区 -> 西屯
  [台中] 西屯区 -> 西屯
  [台中] 大安区 -> 大安
  [台中] 霧峰区 -> 霧峰
  [台中] 南屯区 -> 南屯
  [台中] 大雅区 -> 大雅
  [台中] 西屯区 -> 西屯
  [台中] 西屯区 -> 西屯
  [台中] 北屯区 -> 北屯
  [台中] 西屯区 -> 西屯
  [台中] 大里区 -> 大里
  [台中] 新社区 -> 新社
  [台中] 南屯区 -> 南屯
  [台中] 南屯区 -> 南屯
  [台中] 大安区 -> 大安
  [台中] 西屯区 -> 西屯
  [台中] 西屯区 -> 西屯
  [台中] 南屯区 -> 南屯
  [台中] 清水区 -> 清水
  [台中] 梧棲区 -> 梧棲
  [台中] 梧棲区 -> 梧棲
  [台中] 豐原区 -> 豐原
  [台中] 大安区 -> 大安
  [台中] 大里区 -> 大里
  [台中] 沙鹿区 -> 沙鹿
  [台中] 后里区 -> 后里
  [台中] 豐原区 -> 豐原
  [台中] 西屯区 -> 西屯
  [台中] 大甲区 -> 大甲
  [台中] 梧棲区 -> 梧棲
  [台中] 大雅区 -> 大雅
  [台中] 北屯区 -> 北屯
  [台中] 北屯区 -> 北屯
  [台中] 北屯区 -> 北屯
  [台中] 新社区 -> 新社
  [台中] 霧峰区 -> 霧峰
  [南投] 仁愛区 -> 仁愛
  [南投] 仁愛区 -> 仁愛
  [南投] 仁愛区 -> 仁愛
  [南投] 信義区 -> 信義
  [南投] 仁愛区 -> 仁愛
  [南投] 仁愛区 -> 仁愛
  [南投] 仁愛区 -> 仁愛
  [南投] 信義区 -> 信義
  [南投] 仁愛区 -> 仁愛
  [南投] 信義区 -> 信義
  [南投] 仁愛区 -> 仁愛
  [南投] 仁愛区 -> 仁愛
  [南投] 仁愛区 -> 仁愛
  [南投] 仁愛区 -> 仁愛
  [南投] 仁愛区 -> 仁愛
  [南投] 信義区 -> 信義
  [南投] 信義区 -> 信義
  [南投] 信義区 -> 信義
  [南投] 仁愛区 -> 仁愛
  [南投] 仁愛区 -> 仁愛
  [南投] 信義区 -> 信義
  [南投] 信義区 -> 信義
  [南投] 信義区 -> 信義
  [南投] 信義区 -> 信義
  [南投] 仁愛区 -> 仁愛
  [南投] 仁愛区 -> 仁愛
  [南投] 仁愛区 -> 仁愛
  [南投] 仁愛区 -> 仁愛
  [南投] 仁愛区 -> 仁愛
  [南投] 仁愛区 -> 仁愛
  [南投] 信義区 -> 信義
  [南投] 仁愛区 -> 仁愛
  [南投] 信義区 -> 信義
  [南投] 信義区 -> 信義
  [南投] 仁愛区 -> 仁愛
  [南投] 仁愛区 -> 仁愛
  [南投] 仁愛区 -> 仁愛
  [嘉義] 東區 -> 東 (traditional)
  [嘉義] 東區 -> 東 (traditional)
  [台南] 山上区 -> 山上
  [台南] 中西区 -> 中西
  [台南] 中西区 -> 中西
  [台南] 中西区 -> 中西
  [台南] 中西区 -> 中西
  [台南] 中西区 -> 中西
  [台南] 中西区 -> 中西
  [台南] 中西区 -> 中西
  [台南] 中西区 -> 中西
  [台南] 中西区 -> 中西
  [台南] 中西区 -> 中西
  [台南] 中西区 -> 中西
  [台南] 中西区 -> 中西
  [台南] 中西区 -> 中西
  [台南] 中西区 -> 中西
  [台南] 中西区 -> 中西
  [台南] 中西区 -> 中西
  [台南] 中西区 -> 中西
  [台南] 中西区 -> 中西
  [台南] 中西区 -> 中西
  [台南] 中西区 -> 中西
  [台南] 中西区 -> 中西
  [台南] 中西区 -> 中西
  [台南] 中西区 -> 中西
  [台南] 中西区 -> 中西
  [台南] 中西区 -> 中西
  [台南] 中西区 -> 中西
  [台南] 中西区 -> 中西
  [台南] 中西区 -> 中西
  [高雄] 左營区 -> 左營
  [高雄] 岡山区 -> 岡山
  [高雄] 新興区 -> 新興
