Total changes: 6813
  [新北] 新店區 -> 新店
  [新北] 坪林區 -> 坪林
  [新北] 林口區 -> 林口
  [新北] 鶯歌區 -> 鶯歌
  [新北] 三峽區 -> 三峽
  [新北] 三峽區 -> 三峽
  [新北] 土城區 -> 土城
  [新北] 土城區 -> 土城
  [新北] 土城區 -> 土城
  [新北] 中和區 -> 中和
  [新北] 永和區 -> 永和
  [新北] 永和區 -> 永和
  [新北] 永和區 -> 永和
  [新北] 永和區 -> 永和
  [新北] 板橋區 -> 板橋
  [新北] 板橋區 -> 板橋
  [新北] 三重區 -> 三重
  [新北] 三重區 -> 三重
  [新北] 三重區 -> 三重
  [新北] 蘆洲區 -> 蘆洲
  [新北] 蘆洲區 -> 蘆洲
  [新北] 蘆洲區 -> 蘆洲
  [新北] 新莊區 -> 新莊
  [新北] 新莊區 -> 新莊
  [新北] 新莊區 -> 新莊
  [新北] 樹林區 -> 樹林
  [新北] 汐止區 -> 汐止
  [新北] 淡水區 -> 淡水
  [新北] 淡水區 -> 淡水
  [新北] 淡水區 -> 淡水
  [新北] 三重區 -> 三重
  [新北] 蘆洲區 -> 蘆洲
  [新北] 汐止區 -> 汐止
  [新北] 淡水區 -> 淡水
  [新北] 三芝區 -> 三芝
  [新北] 三芝區 -> 三芝
  [新北] 五股區 -> 五股
  [新北] 泰山區 -> 泰山
  [新北] 泰山區 -> 泰山
  [新北] 金山區 -> 金山
  [新北] 金山區 -> 金山
  [新北] 新店區 -> 新店
  [新北] 新店區 -> 新店
  [新北] 新店區 -> 新店
  [新北] 新店區 -> 新店
  [新北] 八里區 -> 八里
  [新北] 平溪區 -> 平溪
  [新北] 雙溪區 -> 雙溪
  [新北] 貢寮區 -> 貢寮
  [新北] 貢寮區 -> 貢寮
  [新北] 貢寮區 -> 貢寮
  [新北] 坪林區 -> 坪林
  [新北] 坪林區 -> 坪林
  [新北] 坪林區 -> 坪林
  [新北] 三重區 -> 三重
  [新北] 五股區 -> 五股
  [新北] 八里區 -> 八里
  [新北] 八里區 -> 八里
  [新北] 平溪區 -> 平溪
  [新北] 平溪區 -> 平溪
  [新北] 平溪區 -> 平溪
  [新北] 新店區 -> 新店
  [新北] 林口區 -> 林口
  [新北] 樹林區 -> 樹林
  [新北] 永和區 -> 永和
  [新北] 汐止區 -> 汐止
  [新北] 泰山區 -> 泰山
  [新北] 石碇區 -> 石碇
  [新北] 萬里區 -> 萬里
  [新北] 蘆洲區 -> 蘆洲
  [新北] 鶯歌區 -> 鶯歌
  [新北] 泰山區 -> 泰山
  [新北] 鶯歌區 -> 鶯歌
  [新北] 新莊區 -> 新莊
  [新北] 土城區 -> 土城
  [新北] 樹林區 -> 樹林
  [新北] 三峽區 -> 三峽
  [新北] 三重區 -> 三重
  [新北] 三重區 -> 三重
  [新北] 瑞芳區 -> 瑞芳
  [新北] 土城區 -> 土城
  [新北] 中和區 -> 中和
  [新北] 板橋區 -> 板橋
  [新北] 新莊區 -> 新莊
  [新北] 三重區 -> 三重
  [新北] 新店區 -> 新店
  [新北] 三峽區 -> 三峽
  [新北] 瑞芳區 -> 瑞芳
  [新北] 瑞芳區 -> 瑞芳
  [新北] 三峽區 -> 三峽
  [新北] 板橋區 -> 板橋
  [新北] 三重區 -> 三重
  [新北] 三重區 -> 三重
  [新北] 三重區 -> 三重
  [新北] 永和區 -> 永和
  [新北] 中和區 -> 中和
  [新北] 中和區 -> 中和
  [新北] 中和區 -> 中和
  [新北] 新莊區 -> 新莊
  [新北] 土城區 -> 土城
  [新北] 林口區 -> 林口
  [新北] 樹林區 -> 樹林
  [新北] 樹林區 -> 樹林
  [新北] 樹林區 -> 樹林
  [新北] 三峽區 -> 三峽
  [新北] 永和區 -> 永和
  [新北] 板橋區 -> 板橋
  [新北] 板橋區 -> 板橋
  [新北] 板橋區 -> 板橋
  [新北] 萬里區 -> 萬里
  [新北] 新莊區 -> 新莊
  [新北] 新莊區 -> 新莊
  [新北] 板橋區 -> 板橋
  [新北] 三重區 -> 三重
  [新北] 板橋區 -> 板橋
  [新北] 板橋區 -> 板橋
  [新北] 板橋區 -> 板橋
  [新北] 新莊區 -> 新莊
  [新北] 新莊區 -> 新莊
  [新北] 新莊區 -> 新莊
  [新北] 三重區 -> 三重
  [新北] 板橋區 -> 板橋
  [新北] 泰山區 -> 泰山
  [新北] 板橋區 -> 板橋
  [新北] 板橋區 -> 板橋
  [新北] 板橋區 -> 板橋
  [新北] 蘆洲區 -> 蘆洲
  [新北] 板橋區 -> 板橋
  [新北] 新莊區 -> 新莊
  [新北] 新莊區 -> 新莊
  [新北] 中和區 -> 中和
  [新北] 板橋區 -> 板橋
  [新北] 新莊區 -> 新莊
  [新北] 板橋區 -> 板橋
  [新北] 板橋區 -> 板橋
  [新北] 新莊區 -> 新莊
  [新北] 瑞芳區 -> 瑞芳
  [新北] 瑞芳區 -> 瑞芳
  [新北] 瑞芳區 -> 瑞芳
  [新北] 鶯歌區 -> 鶯歌
  [新北] 鶯歌區 -> 鶯歌
  [新北] 深坑區 -> 深坑
  [新北] 深坑區 -> 深坑
  [新北] 深坑區 -> 深坑
  [新北] 深坑區 -> 深坑
  [新北] 深坑區 -> 深坑
  [新北] 深坑區 -> 深坑
  [新北] 深坑區 -> 深坑
  [新北] 金山區 -> 金山
  [新北] 瑞芳區 -> 瑞芳
  [新北] 瑞芳區 -> 瑞芳
  [新北] 瑞芳區 -> 瑞芳
  [新北] 新店區 -> 新店
  [新北] 烏來區 -> 烏來
  [新北] 烏來區 -> 烏來
  [新北] 三芝區 -> 三芝
  [新北] 五股區 -> 五股
  [新北] 泰山區 -> 泰山
  [新北] 泰山區 -> 泰山
  [新北] 萬里區 -> 萬里
  [新北] 新店區 -> 新店
  [新北] 八里區 -> 八里
  [新北] 八里區 -> 八里
  [新北] 平溪區 -> 平溪
  [新北] 林口區 -> 林口
  [新北] 林口區 -> 林口
  [新北] 鶯歌區 -> 鶯歌
  [新北] 鶯歌區 -> 鶯歌
  [新北] 鶯歌區 -> 鶯歌
  [新北] 鶯歌區 -> 鶯歌
  [新北] 三峽區 -> 三峽
  [新北] 三峽區 -> 三峽
  [新北] 土城區 -> 土城
  [新北] 土城區 -> 土城
  [新北] 土城區 -> 土城
  [新北] 土城區 -> 土城
  [新北] 土城區 -> 土城
  [新北] 中和區 -> 中和
  [新北] 中和區 -> 中和
  [新北] 永和區 -> 永和
  [新北] 板橋區 -> 板橋
  [新北] 板橋區 -> 板橋
  [新北] 三重區 -> 三重
  [新北] 三重區 -> 三重
  [新北] 蘆洲區 -> 蘆洲
  [新北] 蘆洲區 -> 蘆洲
  [新北] 蘆洲區 -> 蘆洲
  [新北] 蘆洲區 -> 蘆洲
  [新北] 新莊區 -> 新莊
  [新北] 新莊區 -> 新莊
  [新北] 樹林區 -> 樹林
  [新北] 樹林區 -> 樹林
  [新北] 樹林區 -> 樹林
  [新北] 汐止區 -> 汐止
  [新北] 汐止區 -> 汐止
  [新北] 汐止區 -> 汐止
  [新北] 汐止區 -> 汐止
  [新北] 淡水區 -> 淡水
  [新北] 淡水區 -> 淡水
  [新北] 泰山區 -> 泰山
  [新北] 新店區 -> 新店
  [新北] 板橋區 -> 板橋
  [新北] 三重區 -> 三重
  [新北] 汐止區 -> 汐止
  [新北] 三芝區 -> 三芝
  [新北] 五股區 -> 五股
  [新北] 泰山區 -> 泰山
  [新北] 萬里區 -> 萬里
  [新北] 萬里區 -> 萬里
  [新北] 金山區 -> 金山
  [新北] 金山區 -> 金山
  [新北] 新店區 -> 新店
  [新北] 新店區 -> 新店
  [新北] 新店區 -> 新店
  [新北] 八里區 -> 八里
  [新北] 貢寮區 -> 貢寮
  [新北] 貢寮區 -> 貢寮
  [新北] 貢寮區 -> 貢寮
  [新北] 貢寮區 -> 貢寮
  [新北] 貢寮區 -> 貢寮
  [新北] 石碇區 -> 石碇
  [新北] 坪林區 -> 坪林
  [新北] 三峽區 -> 三峽
  [新北] 中和區 -> 中和
  [新北] 中和區 -> 中和
  [新北] 中和區 -> 中和
  [新北] 新莊區 -> 新莊
  [新北] 新莊區 -> 新莊
  [新北] 板橋區 -> 板橋
  [新北] 汐止區 -> 汐止
  [新北] 汐止區 -> 汐止
  [新北] 淡水區 -> 淡水
  [新北] 瑞芳區 -> 瑞芳
  [新北] 蘆洲區 -> 蘆洲
  [新北] 金山區 -> 金山
  [新北] 新莊區 -> 新莊
  [新北] 新莊區 -> 新莊
  [新北] 三重區 -> 三重
  [新北] 新莊區 -> 新莊
  [新北] 三重區 -> 三重
  [新北] 永和區 -> 永和
  [新北] 永和區 -> 永和
  [新北] 中和區 -> 中和
  [新北] 林口區 -> 林口
  [新北] 鶯歌區 -> 鶯歌
  [新北] 鶯歌區 -> 鶯歌
  [新北] 淡水區 -> 淡水
  [新北] 永和區 -> 永和
  [新北] 新莊區 -> 新莊
  [新北] 板橋區 -> 板橋
  [新北] 三重區 -> 三重
  [新北] 板橋區 -> 板橋
  [新北] 瑞芳區 -> 瑞芳
  [新北] 中和區 -> 中和
  [新北] 永和區 -> 永和
  [新北] 鶯歌區 -> 鶯歌
  [新北] 蘆洲區 -> 蘆洲
  [新北] 三重區 -> 三重
  [新北] 三重區 -> 三重
  [新北] 三重區 -> 三重
  [新北] 三重區 -> 三重
  [新北] 蘆洲區 -> 蘆洲
  [新北] 三重區 -> 三重
  [新北] 新店區 -> 新店
  [新北] 新店區 -> 新店
  [新北] 三重區 -> 三重
  [新北] 永和區 -> 永和
  [新北] 中和區 -> 中和
  [新北] 林口區 -> 林口
  [新北] 樹林區 -> 樹林
  [新北] 鶯歌區 -> 鶯歌
  [新北] 鶯歌區 -> 鶯歌
  [新北] 三峽區 -> 三峽
  [新北] 三峽區 -> 三峽
  [新北] 三峽區 -> 三峽
  [新北] 淡水區 -> 淡水
  [新北] 淡水區 -> 淡水
  [新北] 板橋區 -> 板橋
  [新北] 新莊區 -> 新莊
  [新北] 土城區 -> 土城
  [新北] 板橋區 -> 板橋
  [新北] 中和區 -> 中和
  [新北] 中和區 -> 中和
  [新北] 三重區 -> 三重
  [新北] 永和區 -> 永和
  [新北] 三重區 -> 三重
  [新北] 三重區 -> 三重
  [新北] 永和區 -> 永和
  [新北] 三重區 -> 三重
  [新北] 中和區 -> 中和
  [新北] 永和區 -> 永和
  [新北] 板橋區 -> 板橋
  [新北] 新莊區 -> 新莊
  [新北] 三重區 -> 三重
  [新北] 板橋區 -> 板橋
  [新北] 淡水區 -> 淡水
  [新北] 板橋區 -> 板橋
  [新北] 板橋區 -> 板橋
  [新北] 板橋區 -> 板橋
  [新北] 永和區 -> 永和
  [新北] 永和區 -> 永和
  [新北] 新莊區 -> 新莊
  [新北] 板橋區 -> 板橋
  [新北] 中和區 -> 中和
  [新北] 新莊區 -> 新莊
  [新北] 永和區 -> 永和
  [新北] 新莊區 -> 新莊
  [新北] 板橋區 -> 板橋
  [新北] 新莊區 -> 新莊
  [新北] 板橋區 -> 板橋
  [新北] 板橋區 -> 板橋
  [新北] 三重區 -> 三重
  [新北] 三重區 -> 三重
  [新北] 新莊區 -> 新莊
  [新北] 瑞芳區 -> 瑞芳
  [新北] 瑞芳區 -> 瑞芳
  [新北] 三峽區 -> 三峽
  [新北] 三峽區 -> 三峽
  [新北] 三峽區 -> 三峽
  [新北] 三峽區 -> 三峽
  [新北] 深坑區 -> 深坑
  [新北] 深坑區 -> 深坑
  [新北] 瑞芳區 -> 瑞芳
  [新北] 烏來區 -> 烏來
  [新北] 烏來區 -> 烏來
  [新北] 烏來區 -> 烏來
  [新北] 烏來區 -> 烏來
  [新北] 烏來區 -> 烏來
  [新北] 烏來區 -> 烏來
  [新北] 烏來區 -> 烏來
  [新北] 烏來區 -> 烏來
  [新北] 新店區 -> 新店
  [新北] 烏來區 -> 烏來
  [新北] 五股區 -> 五股
  [新北] 五股區 -> 五股
  [新北] 八里區 -> 八里
  [新北] 石碇區 -> 石碇
  [新北] 林口區 -> 林口
  [新北] 鶯歌區 -> 鶯歌
  [新北] 三峽區 -> 三峽
  [新北] 三峽區 -> 三峽
  [新北] 土城區 -> 土城
  [新北] 土城區 -> 土城
  [新北] 土城區 -> 土城
  [新北] 永和區 -> 永和
  [新北] 永和區 -> 永和
  [新北] 永和區 -> 永和
  [新北] 板橋區 -> 板橋
  [新北] 板橋區 -> 板橋
  [新北] 三重區 -> 三重
  [新北] 三重區 -> 三重
  [新北] 三重區 -> 三重
  [新北] 三重區 -> 三重
  [新北] 新莊區 -> 新莊
  [新北] 樹林區 -> 樹林
  [新北] 汐止區 -> 汐止
  [新北] 汐止區 -> 汐止
  [新北] 淡水區 -> 淡水
  [新北] 深坑區 -> 深坑
  [新北] 板橋區 -> 板橋
  [新北] 新莊區 -> 新莊
  [新北] 三芝區 -> 三芝
  [新北] 三芝區 -> 三芝
  [新北] 三芝區 -> 三芝
  [新北] 三芝區 -> 三芝
  [新北] 三芝區 -> 三芝
  [新北] 五股區 -> 五股
  [新北] 泰山區 -> 泰山
  [新北] 萬里區 -> 萬里
  [新北] 萬里區 -> 萬里
  [新北] 萬里區 -> 萬里
  [新北] 萬里區 -> 萬里
  [新北] 萬里區 -> 萬里
  [新北] 金山區 -> 金山
  [新北] 新店區 -> 新店
  [新北] 新店區 -> 新店
  [新北] 雙溪區 -> 雙溪
  [新北] 雙溪區 -> 雙溪
  [新北] 貢寮區 -> 貢寮
  [新北] 貢寮區 -> 貢寮
  [新北] 貢寮區 -> 貢寮
  [新北] 貢寮區 -> 貢寮
  [新北] 石碇區 -> 石碇
  [新北] 石碇區 -> 石碇
  [新北] 坪林區 -> 坪林
  [新北] 坪林區 -> 坪林
  [新北] 坪林區 -> 坪林
  [新北] 中和區 -> 中和
  [新北] 中和區 -> 中和
  [新北] 新店區 -> 新店
  [新北] 新店區 -> 新店
  [新北] 新莊區 -> 新莊
  [新北] 樹林區 -> 樹林
  [新北] 汐止區 -> 汐止
  [新北] 汐止區 -> 汐止
  [新北] 淡水區 -> 淡水
  [新北] 烏來區 -> 烏來
  [新北] 烏來區 -> 烏來
  [新北] 蘆洲區 -> 蘆洲
  [新北] 雙溪區 -> 雙溪
  [新北] 雙溪區 -> 雙溪
  [新北] 雙溪區 -> 雙溪
  [新北] 板橋區 -> 板橋
  [新北] 新店區 -> 新店
  [新北] 三重區 -> 三重
  [新北] 中和區 -> 中和
  [新北] 樹林區 -> 樹林
  [新北] 鶯歌區 -> 鶯歌
  [新北] 中和區 -> 中和
  [新北] 三重區 -> 三重
  [新北] 新店區 -> 新店
  [新北] 板橋區 -> 板橋
  [新北] 新莊區 -> 新莊
  [新北] 新店區 -> 新店
  [新北] 板橋區 -> 板橋
  [新北] 新莊區 -> 新莊
  [新北] 泰山區 -> 泰山
  [新北] 新莊區 -> 新莊
  [新北] 板橋區 -> 板橋
  [新北] 鶯歌區 -> 鶯歌
  [新北] 新莊區 -> 新莊
  [新北] 板橋區 -> 板橋
  [新北] 板橋區 -> 板橋
  [新北] 三重區 -> 三重
  [新北] 永和區 -> 永和
  [新北] 永和區 -> 永和
  [新北] 中和區 -> 中和
  [新北] 土城區 -> 土城
  [新北] 土城區 -> 土城
  [新北] 土城區 -> 土城
  [新北] 樹林區 -> 樹林
  [新北] 樹林區 -> 樹林
  [新北] 鶯歌區 -> 鶯歌
  [新北] 鶯歌區 -> 鶯歌
  [新北] 三峽區 -> 三峽
  [新北] 淡水區 -> 淡水
  [新北] 淡水區 -> 淡水
  [新北] 新店區 -> 新店
  [新北] 新店區 -> 新店
  [新北] 新莊區 -> 新莊
  [新北] 板橋區 -> 板橋
  [新北] 新莊區 -> 新莊
  [新北] 板橋區 -> 板橋
  [新北] 板橋區 -> 板橋
  [新北] 板橋區 -> 板橋
  [新北] 板橋區 -> 板橋
  [新北] 新莊區 -> 新莊
  [新北] 板橋區 -> 板橋
  [新北] 板橋區 -> 板橋
  [新北] 新莊區 -> 新莊
  [新北] 板橋區 -> 板橋
  [新北] 新莊區 -> 新莊
  [新北] 新莊區 -> 新莊
  [新北] 中和區 -> 中和
  [新北] 新莊區 -> 新莊
  [新北] 新莊區 -> 新莊
  [新北] 新莊區 -> 新莊
  [新北] 泰山區 -> 泰山
  [新北] 三重區 -> 三重
  [新北] 三峽區 -> 三峽
  [新北] 中和區 -> 中和
  [新北] 板橋區 -> 板橋
  [新北] 板橋區 -> 板橋
  [新北] 三峽區 -> 三峽
  [新北] 板橋區 -> 板橋
  [新北] 板橋區 -> 板橋
  [新北] 板橋區 -> 板橋
  [新北] 土城區 -> 土城
  [新北] 中和區 -> 中和
  [新北] 新莊區 -> 新莊
  [新北] 板橋區 -> 板橋
  [新北] 林口區 -> 林口
  [新北] 樹林區 -> 樹林
  [新北] 三重區 -> 三重
  [新北] 三重區 -> 三重
  [新北] 三重區 -> 三重
  [新北] 新莊區 -> 新莊
  [新北] 瑞芳區 -> 瑞芳
  [新北] 三峽區 -> 三峽
  [新北] 三峽區 -> 三峽
  [新北] 三峽區 -> 三峽
  [新北] 三峽區 -> 三峽
  [新北] 鶯歌區 -> 鶯歌
  [新北] 鶯歌區 -> 鶯歌
  [新北] 深坑區 -> 深坑
  [新北] 深坑區 -> 深坑
  [新北] 深坑區 -> 深坑
  [新北] 深坑區 -> 深坑
  [新北] 深坑區 -> 深坑
  [新北] 金山區 -> 金山
  [新北] 瑞芳區 -> 瑞芳
  [新北] 瑞芳區 -> 瑞芳
  [新北] 五股區 -> 五股
  [新北] 泰山區 -> 泰山
  [新北] 新店區 -> 新店
  [新北] 林口區 -> 林口
  [新北] 林口區 -> 林口
  [新北] 林口區 -> 林口
  [新北] 鶯歌區 -> 鶯歌
  [新北] 深坑區 -> 深坑
  [新北] 深坑區 -> 深坑
  [新北] 三峽區 -> 三峽
  [新北] 中和區 -> 中和
  [新北] 中和區 -> 中和
  [新北] 中和區 -> 中和
  [新北] 中和區 -> 中和
  [新北] 永和區 -> 永和
  [新北] 板橋區 -> 板橋
  [新北] 板橋區 -> 板橋
  [新北] 板橋區 -> 板橋
  [新北] 三重區 -> 三重
  [新北] 三重區 -> 三重
  [新北] 三重區 -> 三重
  [新北] 新莊區 -> 新莊
  [新北] 新莊區 -> 新莊
  [新北] 新莊區 -> 新莊
  [新北] 樹林區 -> 樹林
  [新北] 樹林區 -> 樹林
  [新北] 汐止區 -> 汐止
  [新北] 汐止區 -> 汐止
  [新北] 板橋區 -> 板橋
  [新北] 三重區 -> 三重
  [新北] 三重區 -> 三重
  [新北] 樹林區 -> 樹林
  [新北] 三芝區 -> 三芝
  [新北] 三芝區 -> 三芝
  [新北] 五股區 -> 五股
  [新北] 五股區 -> 五股
  [新北] 金山區 -> 金山
  [新北] 新店區 -> 新店
  [新北] 新店區 -> 新店
  [新北] 八里區 -> 八里
  [新北] 八里區 -> 八里
  [新北] 石碇區 -> 石碇
  [新北] 石碇區 -> 石碇
  [新北] 石碇區 -> 石碇
  [新北] 石碇區 -> 石碇
  [新北] 坪林區 -> 坪林
  [新北] 五股區 -> 五股
  [新北] 五股區 -> 五股
  [新北] 平溪區 -> 平溪
  [新北] 新莊區 -> 新莊
  [新北] 林口區 -> 林口
  [新北] 永和區 -> 永和
  [新北] 汐止區 -> 汐止
  [新北] 汐止區 -> 汐止
  [新北] 汐止區 -> 汐止
  [新北] 汐止區 -> 汐止
  [新北] 汐止區 -> 汐止
  [新北] 泰山區 -> 泰山
  [新北] 淡水區 -> 淡水
  [新北] 新莊區 -> 新莊
  [新北] 新莊區 -> 新莊
  [新北] 永和區 -> 永和
  [新北] 土城區 -> 土城
  [新北] 板橋區 -> 板橋
  [新北] 板橋區 -> 板橋
  [新北] 樹林區 -> 樹林
  [新北] 新莊區 -> 新莊
  [新北] 永和區 -> 永和
  [新北] 三重區 -> 三重
  [新北] 板橋區 -> 板橋
  [新北] 深坑區 -> 深坑
  [新北] 瑞芳區 -> 瑞芳
  [新北] 鶯歌區 -> 鶯歌
  [新北] 三重區 -> 三重
  [新北] 永和區 -> 永和
  [新北] 中和區 -> 中和
  [新北] 土城區 -> 土城
  [新北] 鶯歌區 -> 鶯歌
  [新北] 鶯歌區 -> 鶯歌
  [新北] 永和區 -> 永和
  [新北] 三重區 -> 三重
  [新北] 土城區 -> 土城
  [新北] 板橋區 -> 板橋
  [新北] 板橋區 -> 板橋
  [新北] 板橋區 -> 板橋
  [新北] 中和區 -> 中和
  [新北] 板橋區 -> 板橋
  [新北] 新莊區 -> 新莊
  [新北] 中和區 -> 中和
  [新北] 永和區 -> 永和
  [新北] 新莊區 -> 新莊
  [新北] 新莊區 -> 新莊
  [新北] 三重區 -> 三重
  [新北] 板橋區 -> 板橋
  [新北] 板橋區 -> 板橋
  [新北] 新莊區 -> 新莊
  [新北] 板橋區 -> 板橋
  [新北] 樹林區 -> 樹林
  [新北] 三重區 -> 三重
  [新北] 三重區 -> 三重
  [新北] 三重區 -> 三重
  [新北] 新莊區 -> 新莊
  [新北] 新莊區 -> 新莊
  [新北] 新莊區 -> 新莊
  [新北] 瑞芳區 -> 瑞芳
  [新北] 瑞芳區 -> 瑞芳
  [新北] 三峽區 -> 三峽
  [新北] 三峽區 -> 三峽
  [新北] 深坑區 -> 深坑
  [新北] 深坑區 -> 深坑
  [新北] 深坑區 -> 深坑
  [新北] 金山區 -> 金山
  [新北] 金山區 -> 金山
  [新北] 瑞芳區 -> 瑞芳
  [新北] 瑞芳區 -> 瑞芳
  [新北] 瑞芳區 -> 瑞芳
  [新北] 烏來區 -> 烏來
  [新北] 烏來區 -> 烏來
  [新北] 烏來區 -> 烏來
  [新北] 新店區 -> 新店
  [新北] 新店區 -> 新店
  [新北] 八里區 -> 八里
  [新北] 林口區 -> 林口
  [新北] 深坑區 -> 深坑
  [新北] 永和區 -> 永和
  [新北] 永和區 -> 永和
  [新北] 永和區 -> 永和
  [新北] 蘆洲區 -> 蘆洲
  [新北] 樹林區 -> 樹林
  [新北] 新店區 -> 新店
  [新北] 新莊區 -> 新莊
  [新北] 三芝區 -> 三芝
  [新北] 泰山區 -> 泰山
  [新北] 萬里區 -> 萬里
  [新北] 金山區 -> 金山
  [新北] 金山區 -> 金山
  [新北] 金山區 -> 金山
  [新北] 金山區 -> 金山
  [新北] 新店區 -> 新店
  [新北] 新店區 -> 新店
  [新北] 新店區 -> 新店
  [新北] 新店區 -> 新店
  [新北] 新店區 -> 新店
  [新北] 新店區 -> 新店
  [新北] 八里區 -> 八里
  [新北] 八里區 -> 八里
  [新北] 雙溪區 -> 雙溪
  [新北] 雙溪區 -> 雙溪
  [新北] 石碇區 -> 石碇
  [新北] 石碇區 -> 石碇
  [新北] 石碇區 -> 石碇
  [新北] 石碇區 -> 石碇
  [新北] 石碇區 -> 石碇
  [新北] 坪林區 -> 坪林
  [新北] 土城區 -> 土城
  [新北] 平溪區 -> 平溪
  [新北] 永和區 -> 永和
  [新北] 汐止區 -> 汐止
  [新北] 汐止區 -> 汐止
  [新北] 新莊區 -> 新莊
  [新北] 板橋區 -> 板橋
  [新北] 永和區 -> 永和
  [新北] 烏來區 -> 烏來
  [新北] 泰山區 -> 泰山
  [新北] 板橋區 -> 板橋
  [新北] 淡水區 -> 淡水
  [新北] 瑞芳區 -> 瑞芳
  [新北] 瑞芳區 -> 瑞芳
  [新北] 淡水區 -> 淡水
  [新北] 三重區 -> 三重
  [新北] 新店區 -> 新店
  [新北] 三峽區 -> 三峽
  [新北] 板橋區 -> 板橋
  [新北] 永和區 -> 永和
  [新北] 三峽區 -> 三峽
  [新北] 新店區 -> 新店
  [新北] 新莊區 -> 新莊
  [新北] 三重區 -> 三重
  [新北] 板橋區 -> 板橋
  [新北] 新莊區 -> 新莊
  [新北] 土城區 -> 土城
  [新北] 板橋區 -> 板橋
  [新北] 中和區 -> 中和
  [新北] 板橋區 -> 板橋
  [新北] 三重區 -> 三重
  [新北] 板橋區 -> 板橋
  [新北] 三峽區 -> 三峽
  [新北] 三峽區 -> 三峽
  [新北] 中和區 -> 中和
  [新北] 板橋區 -> 板橋
  [新北] 板橋區 -> 板橋
  [新北] 板橋區 -> 板橋
  [新北] 新莊區 -> 新莊
  [新北] 板橋區 -> 板橋
  [新北] 板橋區 -> 板橋
  [新北] 板橋區 -> 板橋
  [新北] 板橋區 -> 板橋
  [新北] 三重區 -> 三重
  [新北] 三重區 -> 三重
  [新北] 瑞芳區 -> 瑞芳
  [新北] 瑞芳區 -> 瑞芳
  [新北] 鶯歌區 -> 鶯歌
  [新北] 鶯歌區 -> 鶯歌
  [新北] 深坑區 -> 深坑
  [新北] 深坑區 -> 深坑
  [新北] 深坑區 -> 深坑
  [新北] 深坑區 -> 深坑
  [新北] 金山區 -> 金山
  [新北] 金山區 -> 金山
  [新北] 金山區 -> 金山
  [新北] 瑞芳區 -> 瑞芳
  [新北] 烏來區 -> 烏來
  [新北] 烏來區 -> 烏來
  [新北] 五股區 -> 五股
  [新北] 林口區 -> 林口
  [新北] 鶯歌區 -> 鶯歌
  [新北] 中和區 -> 中和
  [新北] 板橋區 -> 板橋
  [新北] 板橋區 -> 板橋
  [新北] 新莊區 -> 新莊
  [新北] 汐止區 -> 汐止
  [新北] 淡水區 -> 淡水
  [新北] 新店區 -> 新店
  [新北] 石碇區 -> 石碇
  [新北] 中和區 -> 中和
  [新北] 板橋區 -> 板橋
  [新北] 三芝區 -> 三芝
  [新北] 八里區 -> 八里
  [新北] 八里區 -> 八里
  [新北] 八里區 -> 八里
  [新北] 平溪區 -> 平溪
  [新北] 貢寮區 -> 貢寮
  [新北] 八里區 -> 八里
  [新北] 萬里區 -> 萬里
  [新北] 淡水區 -> 淡水
  [新北] 土城區 -> 土城
  [新北] 三芝區 -> 三芝
  [新北] 泰山區 -> 泰山
  [新北] 鶯歌區 -> 鶯歌
  [新北] 三重區 -> 三重
  [新北] 鶯歌區 -> 鶯歌
  [新北] 板橋區 -> 板橋
  [新北] 板橋區 -> 板橋
  [新北] 林口區 -> 林口
  [新北] 淡水區 -> 淡水
  [新北] 瑞芳區 -> 瑞芳
  [新北] 三峽區 -> 三峽
  [新北] 瑞芳區 -> 瑞芳
  [新北] 鶯歌區 -> 鶯歌
  [新北] 三峽區 -> 三峽
  [新北] 貢寮區 -> 貢寮
  [新北] 永和區 -> 永和
  [新北] 新店區 -> 新店
  [新北] 淡水區 -> 淡水
  [新北] 淡水區 -> 淡水
  [新北] 淡水區 -> 淡水
  [新北] 淡水區 -> 淡水
  [新北] 淡水區 -> 淡水
  [新北] 淡水區 -> 淡水
  [新北] 淡水區 -> 淡水
  [新北] 三峽區 -> 三峽
  [新北] 淡水區 -> 淡水
  [新北] 板橋區 -> 板橋
  [新北] 永和區 -> 永和
  [新北] 新營區 -> 新營
  [新北] 新營區 -> 新營
  [新北] 淡水區 -> 淡水
  [新北] 淡水區 -> 淡水
  [新北] 淡水區 -> 淡水
  [新北] 淡水區 -> 淡水
  [新北] 淡水區 -> 淡水
  [新北] 平溪區 -> 平溪
  [新北] 平溪區 -> 平溪
  [新北] 平溪區 -> 平溪
  [新北] 平溪區 -> 平溪
  [新北] 平溪區 -> 平溪
  [新北] 五股區 -> 五股
  [新北] 泰山區 -> 泰山
  [新北] 新莊區 -> 新莊
  [新北] 泰山區 -> 泰山
  [新北] 新北市鶯歌區 -> 鶯歌 (stripped prefix first: 新北市鶯歌區 -> 鶯歌區 -> 鶯歌)
  [桃園] 桃園區 -> 桃園
  [桃園] 中壢區 -> 中壢
  [桃園] 桃園區 -> 桃園
  [桃園] 楊梅區 -> 楊梅
  [桃園] 復興區 -> 復興
  [桃園] 桃園區 -> 桃園
  [桃園] 中壢區 -> 中壢
  [桃園] 楊梅區 -> 楊梅
  [桃園] 平鎮區 -> 平鎮
  [桃園] 大園區 -> 大園
  [桃園] 觀音區 -> 觀音
